episode,rewards_total
841,20.6822598867
842,20.5001043904
843,22.5281225034
844,18.1898744616
845,18.1181666676
846,20.401693554
847,18.0925004743
848,20.1971538426
849,12.837259067
850,20.7216918321
851,14.8509820247
852,17.4239720401
853,20.202993751
854,20.296244756
855,20.3818078185
856,18.1388322979
857,20.552466784
858,18.1624471395
859,17.1827767165
860,17.3754333854
861,18.4232302508
862,20.4342765111
863,20.3858324868
864,17.3913017287
865,20.3732496139
866,17.2824805382
867,20.3530980323
868,20.4620565923
869,14.415123902
870,14.80803858
871,17.4630251437
872,20.6489385103
873,20.4035841869
874,14.5775169558
875,14.8275368007
876,17.2449918984
877,20.5109490076
878,20.403728371
879,18.1686206097
880,20.5081981061
881,20.5262135705
882,21.8980389931
883,17.333522987
884,17.6368199182
885,20.4327026071
886,19.91644057
887,14.8204695029
888,20.4189644028
889,17.0909078689
890,20.392367451
891,20.50113687
892,14.8326559918
893,20.560144737
894,20.1130258684
895,20.45531185
896,17.0903525815
897,17.0715006388
898,14.6835074692
899,18.2430742526
900,17.3343038048
901,20.3716798137
902,18.0102976984
903,17.2724640031
904,20.394526071
905,20.3753294623
906,20.4417266441
907,14.8805105581
908,20.3425562623
909,20.8690628276
910,17.1021161447
911,20.5365552095
912,20.3437326366
913,20.4522067651
914,17.5020455471
915,21.588929951
916,18.2759199182
917,18.1151404873
918,16.9501761363
919,17.1410657536
920,14.2003012501
921,17.4270540365
922,20.2613466672
923,17.4146508658
924,17.16914141
925,22.570536932
926,20.2389224628
927,18.0721702012
928,20.3146221294
929,15.0199897298
930,17.264473639
931,14.6208651897
932,20.5271249834
933,14.9548763673
934,20.487987034
935,20.1445714327
936,20.367038109
937,17.4291052216
938,17.4184313239
939,18.0727996596
940,14.7447795812
941,21.7188622598
942,17.3962048565
943,20.4247772121
944,17.3182477465
945,14.9407051711
946,21.7617429934
947,17.5826098707
948,22.8393023105
949,20.0566366357
950,22.0927661757
951,14.8048447826
952,18.3496205921
953,20.5137303292
954,14.5505887301
955,20.4912457906
956,21.4144817434
957,19.6439720173
958,20.3725271307
959,18.305817148
960,14.7868287498
961,20.4586514954
962,18.1574971618
963,14.7607296219
964,20.4452554323
965,20.3836078586
966,18.0452369004
967,20.4877333492
968,20.6975141049
969,20.2011196379
970,18.0046041043
971,20.540955003
972,17.4842595555
973,14.9800931301
974,20.2851016778
975,20.1650237045
976,17.2531701106
977,20.4358369812
978,18.2712155043
979,20.3895141345
980,20.2974488284
981,14.5615097163
982,14.6435101491
983,14.9436838349
984,21.6579079671
985,17.2578048389
986,18.3208147431
987,17.206666213
988,20.3359513146
989,20.3183690965
990,16.7405544829
991,20.3370534356
992,14.9363022659
993,20.3964260431
994,20.3801160688
995,20.3119264812
996,20.1223565233
997,16.9638335872
998,14.3590168867
999,14.8471638961
1000,20.4112593578
